sample_year,sample_date,stream_name,site_id,sample_hitch,gear_type,taxon_code,life_stage,coding_id,unique_id,count_individuals,length_mm,sex,date_sorted,taxonomist,sia_sample_id,bug_sample_status,bug_samp_location,notes
2015,8/10/15,Laramie,LR02,H3,dnet,Heptaganeidae,NA,8,B-2015-LR02-H3-8,3,NA,NA,10/15/18,NTB,NA,NA,NA,NA
2015,8/10/15,Laramie,LR02,H3,dnet,Leptophlebiidae,NA,9,B-2015-LR02-H3-9,30,NA,NA,10/15/18,NTB,NA,NA,NA,NA
2015,10/4/15,Laramie,LR07,H3,dnet,Orconectes,adult,1,C-2015-LR07-H3-1,1,NA,NA,2/22/16,BMM,2015_F022,YES,Storage tube,NA
2015,10/4/15,Laramie,LR07,H3,dnet,Orconectes,adult,2,C-2015-LR07-H3-2,1,NA,NA,2/22/16,BMM,2015_F014,YES,Storage tube,NA
2015,10/4/15,Laramie,LR07,H3,dnet,Orconectes,adult,3,C-2015-LR07-H3-3,1,NA,NA,2/22/16,BMM,2015_F015,YES,Storage tube,NA
2015,10/4/15,Laramie,LR07,H3,dnet,Orconectes,adult,4,C-2015-LR07-H3-4,1,NA,NA,2/22/16,BMM,2015_F021,YES,Storage tube,NA
2015,8/10/15,Laramie,LR08,H2,dnet,Simulidae,pupa,21,B-2015-LR08-H2-21,1,NA,NA,3/3/17,BMM,B138,NO,Storage tube,NA
2015,10/4/15,Laramie,Mono,H3,dnet,Baetidae,larvae,1,B-2015-Mono-H3-1,3,NA,NA,2/22/16,BMM,2015_F070,YES,Storage tube,NA
2015,10/4/15,Laramie,Mono,H3,dnet,Hydropyschidae,larvae,10,B-2015-Mono-H3-10,20,NA,NA,2/22/16,BMM,2015_F080,YES,Storage tube,NA
2015,10/4/15,Laramie,Mono,H3,dnet,Asellidae,adult,11,B-2015-Mono-H3-11,8,NA,NA,2/22/16,BMM,2015_F081,YES,Storage tube,NA
2015,10/4/15,Laramie,Mono,H3,dnet,Ephemeridae,larvae,12,B-2015-Mono-H3-12,24,NA,NA,2/22/16,BMM,2015_F082,YES,Storage tube,NA
2015,10/4/15,Laramie,Mono,H3,dnet,Gammaride,adult,13,B-2015-Mono-H3-13,63,NA,NA,2/22/16,BMM,2015_F084,YES,Storage tube,NA
2015,10/4/15,Laramie,Mono,H3,dnet,Baetiscidae,larvae,2,B-2015-Mono-H3-2,1,NA,NA,2/22/16,BMM,2015_F071,YES,Storage tube,NA
2015,10/4/15,Laramie,Mono,H3,dnet,Simulidae,larvae,3,B-2015-Mono-H3-3,5,NA,NA,2/22/16,BMM,2015_F072,YES,Storage tube,NA
2015,10/4/15,Laramie,Mono,H3,dnet,Ephemerellidae,larvae,4,B-2015-Mono-H3-4,NA,NA,NA,2/22/16,BMM,2015_F073,YES,Storage tube,NA
2015,10/4/15,Laramie,Mono,H3,dnet,Tipulidae,larvae,5,B-2015-Mono-H3-5,2,NA,NA,2/22/16,BMM,2015_F075,YES,Storage tube,NA
2015,10/4/15,Laramie,Mono,H3,dnet,Elmidae-larvae,larvae,6,B-2015-Mono-H3-6,18,NA,NA,2/22/16,BMM,2015_F076,YES,Storage tube,NA
2015,10/4/15,Laramie,Mono,H3,dnet,Chironomidae,larvae,7,B-2015-Mono-H3-7,3,NA,NA,2/22/16,BMM,2015_F077,YES,Storage tube,NA
2015,10/4/15,Laramie,Mono,H3,dnet,Heptaganeidae,larvae,8,B-2015-Mono-H3-8,252,NA,NA,2/22/16,BMM,2015_F078,YES,Storage tube,NA
2015,10/4/15,Laramie,Mono,H3,dnet,Leptophlebiidae,larvae,9,B-2015-Mono-H3-9,8,NA,NA,2/22/16,BMM,2015_F079,YES,Storage tube,NA
2015,10/4/15,Laramie,Mono,H3,dnet,Orconectes,adult,107A,C-2015-Mono-H3-107A,NA,NA,NA,2/22/16,BMM,2015_F086,YES,Storage tube,NA
2015,10/4/15,Laramie,Mono,H3,dnet,Orconectes,adult,107B,C-2015-Mono-H3-107B,NA,NA,NA,2/22/16,BMM,2015_F065,YES,Storage tube,NA
2015,10/4/15,Laramie,Mono,H3,dnet,Orconectes,adult,107C,C-2015-Mono-H3-107C,NA,NA,NA,2/22/16,BMM,2015_F085,YES,Storage tube,NA
2015,10/4/15,Laramie,Mono,H3,dnet,Orconectes,adult,107D,C-2015-Mono-H3-107D,NA,NA,NA,2/22/16,BMM,2015_F066,YES,Storage tube,NA
2015,10/4/15,Laramie,Mono,H3,dnet,Orconectes,adult,107E,C-2015-Mono-H3-107E,NA,NA,NA,2/22/16,BMM,2015_F087,YES,Storage tube,NA
2016,8/27/16,Laramie,LR00,H3,dnet,Simulidae,NA,1,B-2016-LR00-H3-1,70,NA,NA,6/6/19,NTB,B0532,NA,NA,NA
2016,8/27/16,Laramie,LR00,H3,dnet,Perlidae,NA,10,B-2016-LR00-H3-10,1,NA,NA,6/6/19,NTB,B0541,NA,NA,NA
2016,8/27/16,Laramie,LR00,H3,dnet,Perlidae,NA,11,B-2016-LR00-H3-11,1,NA,NA,6/6/19,NTB,B0542,NA,NA,NA
2016,8/27/16,Laramie,LR00,H3,dnet,Perlidae,NA,12,B-2016-LR00-H3-12,25,NA,NA,6/6/19,NTB,B0543,NA,NA,NA
2016,8/27/16,Laramie,LR00,H3,dnet,Perlodidae,NA,13,B-2016-LR00-H3-13,31,NA,NA,6/6/19,NTB,B0544,NA,NA,NA
2016,8/27/16,Laramie,LR00,H3,dnet,Pteronarcidae,NA,14,B-2016-LR00-H3-14,11,NA,NA,6/6/19,NTB,B0545,NA,NA,NA
2016,8/27/16,Laramie,LR00,H3,dnet,Baetidae,NA,15,B-2016-LR00-H3-15,54,NA,NA,6/6/19,NTB,B0546,NA,NA,NA
2016,8/27/16,Laramie,LR00,H3,dnet,Heptaganeidae,NA,16,B-2016-LR00-H3-16,33,NA,NA,6/6/19,NTB,B0547,NA,NA,NA
2016,8/27/16,Laramie,LR00,H3,dnet,Simulidae,NA,17,B-2016-LR00-H3-17,18,NA,NA,6/6/19,NTB,B0548,NA,NA,NA
2016,8/27/16,Laramie,LR00,H3,dnet,Ephemerellidae,NA,18,B-2016-LR00-H3-18,2,NA,NA,6/6/19,NTB,B0549,NA,NA,NA
2016,8/27/16,Laramie,LR00,H3,dnet,Baetidae,NA,19,B-2016-LR00-H3-19,12,NA,NA,6/6/19,NTB,B0550,NA,NA,NA
2016,8/27/16,Laramie,LR00,H3,dnet,Ephemeridae,NA,20,B-2016-LR00-H3-20,6,NA,NA,6/6/19,NTB,B05511,NA,NA,NA
2016,8/27/16,Laramie,LR00,H3,dnet,Simulidae,NA,2,B-2016-LR00-H3-2,70,NA,NA,6/6/19,NTB,B0533,NA,NA,NA
2016,8/27/16,Laramie,LR00,H3,dnet,Chironomidae,NA,3,B-2016-LR00-H3-3,80,NA,NA,6/6/19,NTB,B0534,NA,NA,NA
2016,8/27/16,Laramie,LR00,H3,dnet,Chironomidae,NA,4,B-2016-LR00-H3-4,80,NA,NA,6/6/19,NTB,B0535,NA,NA,NA
2016,8/27/16,Laramie,LR00,H3,dnet,Tipulidae,NA,5,B-2016-LR00-H3-5,3,NA,NA,6/6/19,NTB,B0536,NA,NA,NA
2016,8/27/16,Laramie,LR00,H3,dnet,Hydropyschidae,NA,6,B-2016-LR00-H3-6,2,NA,NA,6/6/19,NTB,B0537,NA,NA,NA
2016,8/27/16,Laramie,LR00,H3,dnet,Elmidae-larvae,NA,7,B-2016-LR00-H3-7,47,NA,NA,6/6/19,NTB,B0538,NA,NA,NA
2016,8/27/16,Laramie,LR00,H3,dnet,Elmidae-adult,NA,8,B-2016-LR00-H3-8,7,NA,NA,6/6/19,NTB,B0539,NA,NA,NA
2016,8/27/16,Laramie,LR00,H3,dnet,Dytiscidae,NA,9,B-2016-LR00-H3-9,4,NA,NA,6/6/19,NTB,B0540,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Elmidae-larvae,NA,1,B-2016-LR01-H1-1,39,NA,NA,6/3/19,NTB,B0513,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Baetidae,NA,10,B-2016-LR01-H1-10,40,NA,NA,6/3/19,NTB,B0522,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Athericidae,NA,11,B-2016-LR01-H1-11,17,NA,NA,6/3/19,NTB,B0523,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Chironomidae,NA,12,B-2016-LR01-H1-12,60,NA,NA,6/3/19,NTB,B0524,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Chironomidae,NA,13,B-2016-LR01-H1-13,60,NA,NA,6/3/19,NTB,B0525,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Simulidae,NA,14,B-2016-LR01-H1-14,9,NA,NA,6/3/19,NTB,B0526,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Tipulidae,NA,15,B-2016-LR01-H1-15,3,NA,NA,6/3/19,NTB,B0527,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Pteronarcidae,NA,16,B-2016-LR01-H1-16,22,NA,NA,6/3/19,NTB,B0528,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Perlodidae,NA,17,B-2016-LR01-H1-17,10,NA,NA,6/3/19,NTB,B0529,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Sphaeriidae,NA,18,B-2016-LR01-H1-18,8,NA,NA,6/3/19,NTB,B0530,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Asellidae,NA,19,B-2016-LR01-H1-19,12,NA,NA,6/3/19,NTB,B0531,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Elmidae-adult,NA,2,B-2016-LR01-H1-2,27,NA,NA,6/3/19,NTB,B0514,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Elmidae-larvae,NA,20,B-2016-LR01-H1-20,30,NA,NA,6/6/19,NTB,B0551,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Elmidae-adult,NA,21,B-2016-LR01-H1-21,24,NA,NA,6/6/19,NTB,B0552,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Brachycentridae,NA,22,B-2016-LR01-H1-22,44,NA,NA,6/6/19,NTB,B0553,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Hydropyschidae,NA,23,B-2016-LR01-H1-23,1,NA,NA,6/6/19,NTB,B0554,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Hydropyschidae,NA,24,B-2016-LR01-H1-24,4,NA,NA,6/6/19,NTB,B0555,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Simulidae,NA,25,B-2016-LR01-H1-25,83,NA,NA,6/6/19,NTB,B0556,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Chironomidae,NA,26,B-2016-LR01-H1-26,56,NA,NA,6/6/19,NTB,B0557,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Athericidae,NA,27,B-2016-LR01-H1-27,5,NA,NA,6/6/19,NTB,B0558,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Asellidae,NA,28,B-2016-LR01-H1-28,30,NA,NA,6/6/19,NTB,B0559,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Asellidae,NA,29,B-2016-LR01-H1-29,28,NA,NA,6/6/19,NTB,B0560,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Dytiscidae,NA,3,B-2016-LR01-H1-3,8,NA,NA,6/3/19,NTB,B0515,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Sphaeriidae,NA,30,B-2016-LR01-H1-30,16,NA,NA,6/6/19,NTB,B0561,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Heptaganeidae,NA,31,B-2016-LR01-H1-31,28,NA,NA,6/6/19,NTB,B0562,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Siphlonuridae,NA,32,B-2016-LR01-H1-32,12,NA,NA,6/6/19,NTB,B0563,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Ephemerellidae,NA,33,B-2016-LR01-H1-33,1,NA,NA,6/6/19,NTB,B0564,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Ephemerellidae,NA,34,B-2016-LR01-H1-34,18,NA,NA,6/6/19,NTB,B0565,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Baetidae,NA,35,B-2016-LR01-H1-35,25,NA,NA,6/6/19,NTB,B0566,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Pteronarcidae,NA,36,B-2016-LR01-H1-36,8,NA,NA,6/6/19,NTB,B0567,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Gyrinidae,NA,4,B-2016-LR01-H1-4,1,NA,NA,6/3/19,NTB,B0516,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Brachycentridae,NA,5,B-2016-LR01-H1-5,58,NA,NA,6/3/19,NTB,B0517,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Leptoceridae,NA,6,B-2016-LR01-H1-6,7,NA,NA,6/3/19,NTB,B0518,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Hydropyschidae,NA,7,B-2016-LR01-H1-7,5,NA,NA,6/3/19,NTB,B0519,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Heptaganeidae,NA,8,B-2016-LR01-H1-8,10,NA,NA,6/3/19,NTB,B0520,NA,NA,NA
2016,7/12/16,Laramie,LR01,H1,dnet,Ephemerellidae,NA,9,B-2016-LR01-H1-9,20,NA,NA,6/3/19,NTB,B0521,NA,NA,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Oligochaeta,NA,1,B-2016-LR01-H2-1,9,NA,NA,10/30/18,NTB,B0026,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Simulidae,NA,1,B-2016-LR01-H2-1,53,NA,NA,1/24/17,BMM,B107,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Corbiculidae,NA,1,B-2016-LR01-H2-1,1,NA,NA,10/30/18,NTB,Clam0001,NA,NA,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Dytiscidae,NA,10,B-2016-LR01-H2-10,6,NA,NA,1/24/17,BMM,B123,YES,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Elmidae-adult,adult,11,B-2016-LR01-H2-11,22,NA,NA,1/24/17,BMM,B113,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Athericidae,NA,12,B-2016-LR01-H2-12,22,NA,NA,1/24/17,BMM,B102,YES,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Tipulidae,NA,13,B-2016-LR01-H2-13,3,NA,NA,1/24/17,BMM,B106,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Chironomidae,NA,14,B-2016-LR01-H2-14,2,NA,NA,1/24/17,BMM,B124,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Corbiculidae,NA,15,B-2016-LR01-H2-15,3,NA,NA,1/24/17,BMM,B103,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Pisauridae,NA,16,B-2016-LR01-H2-16,2,NA,NA,1/24/17,BMM,B119,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Asellidae,NA,17,B-2016-LR01-H2-17,5,NA,NA,1/24/17,BMM,B118,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Gammaride,NA,18,B-2016-LR01-H2-18,1,NA,NA,1/24/17,BMM,B100,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Pteronarcidae,NA,19,B-2016-LR01-H2-19,18,NA,NA,1/24/17,BMM,B120,YES,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Chironomidae,NA,2,B-2016-LR01-H2-2,83,NA,NA,1/24/17,BMM,B116,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Chloroperlidae,NA,20,B-2016-LR01-H2-20,NA,NA,NA,1/24/17,NA,NA,NA,NA,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Leptophlebiidae,NA,21,B-2016-LR01-H2-21,48,NA,NA,1/24/17,BMM,B121,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Baetidae,NA,22,B-2016-LR01-H2-22,26,NA,NA,1/24/17,BMM,B122,YES,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Ephemerellidae,NA,23,B-2016-LR01-H2-23,77,NA,NA,1/24/17,NA,NA,NA,NA,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Heptaganeidae,NA,24,B-2016-LR01-H2-24,2,NA,NA,1/24/17,BMM,B114,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Hydroptilidae,pupa,25,B-2016-LR01-H2-25,1,NA,NA,1/24/17,BMM,B112,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Aphididae,NA,26,B-2016-LR01-H2-26,1,NA,NA,1/24/17,BMM,B111,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Cicadellidae,NA,27,B-2016-LR01-H2-27,1,NA,NA,1/24/17,BMM,B101,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Braconidae,NA,28,B-2016-LR01-H2-28,1,NA,NA,1/24/17,BMM,B105,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Elmidae-larvae,larvae,3,B-2016-LR01-H2-3,46,NA,NA,1/24/17,BMM,B117,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Hydropyschidae,NA,4,B-2016-LR01-H2-4,18,NA,NA,1/24/17,BMM,B109,YES,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Rhyacophilidae,NA,5,B-2016-LR01-H2-5,1,NA,NA,1/24/17,BMM,B108,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Brachycentridae,NA,6,B-2016-LR01-H2-6,59,NA,NA,1/24/17,BMM,B104,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Lepidostomatidae,NA,7,B-2016-LR01-H2-7,1,NA,NA,1/24/17,BMM,B110,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Hydroptilidae,NA,8,B-2016-LR01-H2-8,2,NA,NA,1/24/17,BMM,B115,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,UNKN,NA,9,B-2016-LR01-H2-9,1,NA,NA,1/24/17,NA,NA,NA,NA,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Orconectes,NA,1,C-2016-LR01-H2-1,1,27,f,10/30/18,NTB,C0001,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Orconectes,NA,10,C-2016-LR01-H2-10,1,5,m,10/30/18,NTB,C0010,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Orconectes,NA,2,C-2016-LR01-H2-2,1,27,m,10/30/18,NTB,C0002,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Orconectes,NA,3,C-2016-LR01-H2-3,1,27,f,10/30/18,NTB,C0003,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Orconectes,NA,4,C-2016-LR01-H2-4,1,23,m,10/30/18,NTB,C0004,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Orconectes,NA,5,C-2016-LR01-H2-5,1,20,m,10/30/18,NTB,C0005,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Orconectes,NA,6,C-2016-LR01-H2-6,1,18,f,10/30/18,NTB,C0006,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Orconectes,NA,7,C-2016-LR01-H2-7,1,13,f,10/30/18,NTB,C0007,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Orconectes,NA,8,C-2016-LR01-H2-8,1,12,f,10/30/18,NTB,C0008,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H2,dnet,Orconectes,NA,9,C-2016-LR01-H2-9,1,9,f,10/30/18,NTB,C0009,NO,Storage tube,NA
2016,8/1/16,Laramie,LR01,H3,dnet,Brachycentridae,NA,10,B-2016-LR01-H3-10,9,NA,NA,NA,NTB,B0036,NA,NA,NA
2016,8/27/16,Laramie,LR01,H3,dnet,Perlidae,NA,5,B-2016-LR01-H3-5,1,NA,NA,NA,NTB,B0031,NA,NA,NA
2016,8/27/16,Laramie,LR01,H3,dnet,Perlidae,NA,6,B-2016-LR01-H3-6,1,NA,NA,NA,NTB,B0032,NA,NA,NA
2016,8/27/16,Laramie,LR01,H3,dnet,Tipulidae,NA,7,B-2016-LR01-H3-7,6,NA,NA,NA,NTB,B0033,NA,NA,NA
2016,8/27/16,Laramie,LR01,H3,dnet,Elmidae-larvae,larvae,8,B-2016-LR01-H3-8,63,NA,NA,NA,NTB,B0034,NA,NA,NA
2016,8/27/16,Laramie,LR01,H3,dnet,Elmidae-adult,adult,9,B-2016-LR01-H3-9,25,NA,NA,NA,NTB,B0035,NA,NA,NA
2016,7/16/16,Laramie,LR02,H1,dnet,Elmidae-larvae,larvae,1,B-2016-LR02-H1-1,10,NA,NA,4/23/18,NTB,B0001,NA,NA,NA
2016,7/16/16,Laramie,LR02,H1,dnet,Elmidae-larvae,larvae,2,B-2016-LR02-H1-2,4,NA,NA,4/23/18,NTB,B0002,NA,NA,NA
2016,7/16/16,Laramie,LR02,H1,dnet,Corixidae,NA,3,B-2016-LR02-H1-3,20,NA,NA,4/23/18,NTB,B0003,NA,NA,NA
2016,7/16/16,Laramie,LR02,H1,dnet,Athericidae,NA,4,B-2016-LR02-H1-4,13,NA,NA,4/23/18,NTB,B0004,NA,NA,NA
2016,7/16/16,Laramie,LR02,H1,dnet,Tipulidae,NA,5,B-2016-LR02-H1-5,1,NA,NA,4/23/18,NTB,B0005,NA,NA,NA
2016,7/16/16,Laramie,LR02,H1,dnet,Ameletidae,NA,6,B-2016-LR02-H1-6,5,NA,NA,4/23/18,NTB,B0006,NA,NA,NA
2016,7/16/16,Laramie,LR02,H1,dnet,Ephemerellidae,NA,7,B-2016-LR02-H1-7,8,NA,NA,4/23/18,NTB,B0007,NA,NA,NA
